1	8362
2	700
3	556
4	582
5	721
6	575
7	591
8	570
9	560
10	554
11	588
12	616
13	556
14	578
15	578
16	603
17	571
18	558
19	613
20	655
21	644
22	578
23	587
24	569
25	625
26	579
27	636
28	665
29	709
30	689
31	722
32	601
33	592
34	576
35	636
36	621
37	617
38	611
39	677
40	632
41	643
42	648
43	649
44	7302
45	564
46	567
47	659
48	566
49	627
50	587
51	599
52	598
53	568
54	601
55	607
56	594
57	602
58	620
59	615
60	608
61	796
62	653
63	730
64	750
65	646
66	682
67	738
68	650
69	658
70	653
71	674
72	661
73	683
74	720
75	695
76	696
77	763
78	750
79	690
80	792
81	704
82	677
83	721
84	736
85	815
86	730
87	699
88	578
89	599
90	581
91	579
92	581
93	579
94	629
95	757
96	569
97	589
98	595
99	598
100	694
101	579
102	540
103	584
104	587
105	620
106	585
107	636
108	582
109	709
110	650
111	680
112	670
113	672
114	605
115	631
116	647
117	723
118	592
119	650
120	572
121	605
122	617
123	607
124	651
125	715
126	672
127	661
128	619
129	676
130	606
131	603
132	691
133	616
134	607
135	633
136	811
137	599
138	623
139	678
140	647
141	601
142	668
143	628
144	629
145	644
146	648
147	663
148	628
149	732
150	740
151	653
152	653
153	729
154	645
155	627
156	642
157	645
158	722
159	646
160	678
161	640
162	687
163	761
164	655
165	658
166	656
167	669
168	673
169	689
170	826
171	747
172	722
173	661
174	651
175	676
176	649
177	680
178	662
179	682
180	682
181	693
182	745
183	9081
184	678
185	676
186	688
187	695
188	720
189	758
190	682
191	793
192	683
193	852
194	782
195	750
196	845
197	700
198	698
199	725
200	724
201	814
202	773
203	719
204	793
205	705
206	710
207	805
208	716
209	723
210	722
211	718
212	706
213	712
214	802
215	728
216	753
217	749
218	732
219	713
220	743
221	819
222	679
223	809
224	735
225	742
226	789
227	737
228	743
229	831
230	870
231	745
232	753
233	740
234	748
235	759
236	741
237	732
238	784
239	756
240	774
241	758
242	758
243	736
244	794
245	764
246	835
247	768
248	753
249	791
250	740
251	786
252	773
253	784
254	751
255	795
256	757
257	846
258	785
259	767
260	864
261	792
262	786
263	780
264	779
265	776
266	762
267	854
268	886
269	780
270	853
271	7515
272	913
273	828
274	800
275	778
276	831
277	740
278	775
279	839
280	779
281	806
282	811
283	802
284	912
285	973
286	822
287	823
288	828
289	794
290	938
291	855
292	793
293	801
294	868
295	831
296	833
297	733
298	856
299	853
300	910
301	899
302	850
303	898
304	885
305	925
306	877
307	891
308	930
309	904
310	857
311	920
312	868
313	889
314	906
315	885
316	966
317	950
318	890
319	894
320	912
321	945
322	936
323	919
324	927
325	1106
326	1000
327	976
328	914
329	915
330	909
331	911
332	934
333	933
334	903
335	914
336	933
337	936
338	977
339	984
340	917
341	980
342	939
343	961
344	929
345	918
346	951
347	924
348	934
349	998
350	936
351	929
352	945
353	1020
354	1045
355	938
356	942
357	993
358	1019
359	1044
360	1013
361	1025
362	1035
363	1017
364	969
365	946
366	984
367	989
368	1007
369	982
370	1001
371	1092
372	976
373	994
374	976
375	967
376	972
377	979
378	975
379	974
380	989
381	997
382	1060
383	1073
384	1070
385	1029
386	1022
387	1003
388	1120
389	1086
390	1118
391	1044
392	1057
393	1054
394	1076
395	1043
396	1042
397	1051
398	1057
399	1089
400	1042
401	1104
402	1033
403	1054
404	1062
405	1058
406	1051
407	1049
408	1051
409	1075
410	1142
411	4775
412	1140
413	1161
414	1231
415	1100
416	1178
417	1089
418	1105
419	1089
420	1071
421	1089
422	1138
423	1148
424	1077
425	1074
426	1078
427	1172
428	1086
429	1152
430	1112
431	1105
432	1099
433	1155
434	1119
435	1167
436	1118
437	1099
438	1110
439	1122
440	1163
441	1146
442	1350
443	1078
444	1090
445	1089
446	1076
447	1093
448	1130
449	1091
450	1087
451	1097
452	1094
453	1087
454	1108
455	1100
456	1134
457	7777
458	1128
459	1118
460	1093
461	1132
462	1234
463	1137
464	1140
465	1158
466	1158
467	1156
468	1159
469	1204
470	1246
471	1144
472	1267
473	1314
474	1233
475	1318
476	1152
477	1152
478	1212
479	1141
480	1163
481	1258
482	1154
483	1163
484	1185
485	1176
486	1376
487	1298
488	1300
489	1312
490	1201
491	1209
492	1186
493	1193
494	1191
495	1283
496	1219
497	1330
498	1210
499	1297
500	1238
501	1227
502	1231
503	16027
504	1235
505	1370
506	1260
507	1227
508	1273
509	1216
510	1303
511	1296
512	1234
513	1240
514	1259
515	1322
516	1280
517	1279
518	1238
519	1245
520	1254
521	1275
522	1288
523	1298
524	1325
525	1275
526	1293
527	1326
528	1374
529	1292
530	1268
531	1277
532	1273
533	1301
534	1306
535	1298
536	1277
537	1319
538	1303
539	1356
540	1363
541	1310
542	1369
543	1370
544	1320
545	1302
546	1416
547	1359
548	1366
549	1331
550	1363
551	1296
552	1341
553	1374
554	1379
555	1365
556	1346
557	1360
558	1358
559	1376
560	1337
561	1481
562	1313
563	1382
564	1347
565	1340
566	1384
567	1372
568	1338
569	1388
570	1334
571	1334
572	1439
573	1427
574	1392
575	1358
576	1367
577	1406
578	1420
579	1374
580	1371
581	1368
582	1398
583	1371
584	1401
585	1443
586	1423
587	1429
588	1415
589	1416
590	1464
591	1451
592	1496
593	1461
594	1405
595	1382
596	1408
597	1458
598	1414
599	1417
600	1416
601	1397
602	1410
603	1498
604	1422
605	1407
606	1393
607	1473
608	1557
