1	12428
2	4813
3	4522
4	4369
5	4319
6	4255
7	4341
8	4278
9	4222
10	4176
11	4244
12	4172
13	4077
14	4054
15	4072
16	4026
17	4026
18	4095
19	4024
20	4026
21	3933
22	3941
23	3940
24	4495
25	3960
26	3941
27	3944
28	3900
29	3883
30	3935
31	3902
32	3901
33	3956
34	3910
35	3893
36	3887
37	3885
38	3871
39	3906
40	3873
41	3907
42	11237
43	3847
44	3873
45	3882
46	3872
47	4030
48	3825
49	4049
50	4324
51	3981
52	4148
53	3903
54	3871
55	3997
56	3979
57	3924
58	3931
59	3834
60	3894
61	3908
62	3883
63	3869
64	3983
65	3920
66	3902
67	3929
68	4419
69	4628
70	3875
71	3879
72	3864
73	3947
74	3927
75	4035
76	3891
77	3870
78	3881
79	3867
80	3861
81	3875
82	3992
83	3883
84	4022
85	3891
86	4625
87	3873
88	4022
89	3902
90	3882
91	3847
92	3869
93	3856
94	3873
95	3866
96	3976
97	3956
98	3937
99	3866
100	3848
101	3992
102	3954
103	4091
104	3900
105	3913
106	3947
107	3912
108	3879
109	3879
110	3876
111	3857
112	3891
113	3866
114	3888
115	3885
116	3894
117	3862
118	4041
119	3973
120	3860
121	3871
122	3904
123	4009
124	4057
125	3890
126	3889
127	3964
128	3880
129	3969
130	3997
131	4652
132	3853
133	3850
134	3886
135	3870
136	3885
137	3866
138	3903
139	3911
140	4317
141	3940
142	3910
143	3877
144	3848
145	3849
146	3839
147	3853
148	3871
149	3939
150	4126
151	4546
152	3933
153	9113
154	3888
155	4169
156	3886
157	3870
158	3898
159	3902
160	3897
161	3924
162	3932
163	3906
164	4842
165	3915
166	3899
167	3857
168	3864
169	3891
170	3843
171	3900
172	3857
173	3995
174	3915
175	3945
176	3934
177	3942
178	3936
179	3947
180	3907
181	3863
182	3896
183	15303
184	3923
185	3917
186	4046
187	3940
188	3890
189	3937
190	3968
191	3968
192	3995
193	3961
194	3943
195	3983
196	3941
197	3972
198	3928
199	3876
200	3914
201	3885
202	3928
203	3946
204	3878
205	3864
206	3894
207	3877
208	3900
209	4139
210	3887
211	3903
212	3941
213	3954
214	3928
215	4737
216	4841
217	4039
218	4054
219	3958
220	3977
221	3866
222	3887
223	3930
224	3868
225	3860
226	3959
227	3941
228	3893
229	3935
230	3907
231	3913
232	3924
233	3928
234	3958
235	3993
236	4131
237	4077
238	4006
239	3983
240	3992
241	3995
242	3991
243	3965
244	4077
245	4119
246	3985
247	3999
248	3890
249	3886
250	3889
251	3875
252	3878
253	3889
254	3875
255	3889
256	3891
257	3871
258	3875
259	3967
260	3900
261	3888
262	3905
263	3918
264	3916
265	3894
266	3932
267	3931
268	3921
269	3934
270	10987
271	3964
272	3997
273	4061
274	4075
275	4085
276	4010
277	4054
278	4093
279	4032
280	4108
281	4088
282	4073
283	4018
284	3869
285	3892
286	3881
287	3985
288	3917
289	3862
290	3882
291	3849
292	3893
293	3866
294	3889
295	3883
296	3875
297	3869
298	3899
299	3926
300	3947
301	3994
302	3899
303	3953
304	4042
305	3932
306	3963
307	4596
308	3966
309	3961
310	4034
311	4462
312	3980
313	3998
314	4637
315	4096
316	4021
317	4121
318	4058
319	4109
320	4066
321	4053
322	4091
323	4065
324	4058
325	4145
326	4054
327	4105
328	4077
329	4058
330	4117
331	4401
332	3884
333	3858
334	3893
335	3880
336	3928
337	3941
338	4020
339	3881
340	3898
341	3894
342	3885
343	3904
344	3975
345	3881
346	3903
347	3895
348	4027
349	3853
350	3889
351	4016
352	4004
353	3906
354	3901
355	3880
356	3880
357	3910
358	4124
359	3892
360	4008
361	4007
362	4039
363	3928
364	3935
365	3980
366	4007
367	3959
368	4066
369	4004
370	4007
371	3992
372	4081
373	3961
374	4075
375	4026
376	4097
377	4055
378	4059
379	4102
380	4252
381	4057
382	4113
383	4103
384	4171
385	4128
386	4121
387	4151
388	4161
389	4122
390	4160
391	4101
392	4166
393	4345
394	4151
395	4192
396	4190
397	3962
398	3901
399	3892
400	3850
401	3869
402	3881
403	3991
404	3885
405	3940
406	3883
407	3855
408	3893
409	9857
410	3915
411	3858
412	3896
413	3898
414	3969
415	3884
416	3882
417	3879
418	3894
419	3907
420	4075
421	4001
422	3948
423	3900
424	3902
425	3897
426	3922
427	3894
428	3936
429	3923
430	3949
431	3975
432	4055
433	12607
